1156896937800544262,1,alzheimer
903015107176742912,1,alzheimer
1153500928177246208,0,heart attack
1153827010109591553,2,migraine
812595272228470784,1,parkinson
1153597071863062534,2,stroke
1148187165521862656,0,heart attack
813172220549795840,2,stroke
1153285788215513091,2,depression
902692150554578944,1,parkinson
1158814909259554816,2,stroke
1158867417654652929,1,cancer
1158357382445129728,1,parkinson
1153687784923848705,1,cancer
1148877960214142976,2,depression
1153789221229826048,1,stroke
812682920716599296,1,parkinson
811688031006687234,1,alzheimer
1158393679406497792,0,cough
1156933465293688832,0,parkinson
1147210312246026241,0,headache
1153123969542713344,2,migraine
1153756562038521856,2,migraine
811690343880097793,1,alzheimer
1153135874164625408,1,parkinson
811662632105156608,1,alzheimer
1153287852161142785,2,fever
1154042752318918657,1,cancer
1153115311673085952,0,fever
811774122896326656,2,depression
1155223779787849728,1,alzheimer
1153802714783969282,0,depression
1153257788564561921,2,fever
1154114176748363776,1,parkinson
811689223124348932,1,heart attack
1158172019201994753,0,cough
1153479947677241344,0,stroke
811717738129399808,1,alzheimer
1153258426291691522,0,fever
1154078831323406337,1,heart attack
1153527830187270145,2,migraine
1158918862890360833,0,cough
1154061721343913986,2,stroke
1153127162477608961,2,headache
1153495753114783744,0,depression
1153835581220110338,0,headache
1153840024166604800,1,fever
1153253221130895360,0,fever
1153510600317685760,2,fever
1154805625458712576,1,alzheimer
902677805279969280,1,heart attack
1153998711384694785,1,cancer
1158360157639675904,1,cough
811760297069412352,2,alzheimer
1148132915798298624,1,stroke
1153964968666177536,1,fever
1154004468528308224,1,cancer
1153745854014074880,2,fever
1158775908439863302,0,cough
902663098418552832,1,stroke
1147283360798138369,1,migraine
905621938776756224,1,cancer
1148243531749908480,0,heart attack
1154474449367789568,0,fever
1154083126819188736,2,headache
1153786360727162882,1,cancer
811706414162788353,1,cancer
813120920181231616,1,parkinson
1148318105409486848,1,cancer
1158911383431516160,1,cough
1158204072094130176,2,cough
902725693477453825,1,cancer
1153429408868261888,2,fever
1158847718212505600,1,parkinson
1158773888232411137,2,cough
1153291642952138753,1,migraine
813205118699143176,1,stroke
1158361528510365698,1,parkinson
1153596647814811649,1,fever
1158955472017166336,1,cough
813188278061060096,0,stroke
905513687456337920,1,stroke
1153777120977383424,1,stroke
1153142355442188288,0,heart attack
1158153182499000320,0,cough
1154398451632889856,1,alzheimer
1147357748956409856,2,migraine
1153117758181269504,0,stroke
1147436580463767552,2,headache
811681761872773120,0,heart attack
1157069930329706502,2,cough
1158783483826835456,2,cough
1147067179415683073,0,headache
1153424735776235520,1,parkinson
1148834254593363968,1,parkinson
1153593837656276993,1,parkinson
905523054599659523,0,heart attack
1155963448347389953,1,parkinson
811667671976738816,0,heart attack
1158878769224081408,0,cough
1153209589741096960,1,parkinson
1153201825987751936,0,headache
1158832472152518658,0,cough
1147396791257534464,1,headache
905598281761349633,1,parkinson
1158772240873328646,1,parkinson
1153842426521378816,2,fever
1154067332739633152,0,fever
1153732857409482752,1,fever
1153105961529331714,2,headache
1153788257454288897,1,depression
1154756410682404869,1,alzheimer
1153462300432588801,2,cancer
1153748746829729792,0,heart attack
1154054160817561602,1,parkinson
1153625551812218880,1,heart attack
811701534736138240,2,cancer
1147299065232801792,2,migraine
811742907929600000,1,alzheimer
1153719868807684097,1,fever
811678418039402496,0,heart attack
813234808801337344,1,stroke
905555862315573249,0,cancer
905538364840960000,1,depression
902666021831548930,1,alzheimer
1153290597731450882,1,stroke
1153589465530560514,0,heart attack
811662451116769285,0,heart attack
1148296271138054145,2,depression
1153725086534438913,0,depression
1153622058280112129,1,depression
903020022964121601,1,stroke
1147352287364468736,2,headache
1153759312952664065,1,stroke
1147174876362485760,2,migraine
811762925232918528,1,depression
1148254923915714560,1,parkinson
1154512925526122496,1,alzheimer
811773909196541953,2,depression
1153842231742291970,2,headache
1153883892421517313,0,migraine
1147520404145233920,0,headache
1157147451133837318,0,cough
1153840776922767360,0,headache
813194630468665344,1,stroke
1148861075527540737,1,parkinson
1153467616150917120,2,headache
1153429298260434947,0,migraine
1153401791519662080,0,migraine
902721220625522690,1,cancer
1147226245702324225,2,migraine
1155017761338343425,1,parkinson
1158374284189929474,0,cough
1158172249075019776,1,cough
1153533827295383552,2,headache
1153495409614118912,2,fever
1148236053456785409,1,cancer
1154114537437556736,0,fever
1147525509280088064,0,headache
813204655568261121,2,stroke
1148229767021367297,1,parkinson
1153238764489023489,0,heart attack
813127773094957056,1,parkinson
1153688523469406209,2,migraine
1153678608830849024,0,stroke
1154116388686114816,1,cancer
1148840961134551040,1,stroke
1158531916800450561,1,alzheimer
813195605396713472,0,stroke
1148295699483766785,1,parkinson
1154051485715451909,0,depression
1153127117816832006,1,stroke
1153653548430843905,0,heart attack
813214047113977856,1,stroke
1158150367957229569,1,cough
811761126249734144,2,depression
1153401618781614081,1,depression
1153655746573295618,2,depression
902649668005273600,1,alzheimer
905557026062745600,0,cancer
1153496268402024450,2,fever
1154661185863782400,1,alzheimer
1147167682053079041,2,migraine
1153627638688362496,1,alzheimer
1147530796909117440,1,migraine
905444250049015809,1,alzheimer
1154401009344634881,1,parkinson
1153985034434613248,0,fever
1158860630108954624,1,cough
1157143913074835457,1,cough
1148230456954900481,1,depression
812852836602171392,1,parkinson
1157417057216073733,0,cough
1154016312320024581,1,headache
1153603918892556288,0,stroke
1153655701924806657,1,stroke
1153660519510941703,0,heart attack
811767967621021696,2,depression
1148259519371370497,1,stroke
1153994289921363968,0,fever
